0,26.0
1,26.0
2,43.1
3,44.3
4,43.4
5,29.0
6,31.0
7,29.0
8,32.8
9,44.0
10,33.0
11,33.0
12,23.0
13,36.0
14,39.1
15,27.0
16,24.5
17,36.1
18,38.1
19,35.1
20,32.0
21,29.8
22,37.7
23,30.5
24,34.7
25,38.0
26,39.0
27,31.0
28,32.0
29,34.1
30,31.8
31,37.2
32,46.6
33,40.8
34,37.0
35,34.4
36,29.9
37,36.1
38,31.0
39,26.0
40,31.0
41,30.0
42,36.4
43,30.0
44,44.6
45,33.8
46,32.3
47,38.0
48,32.0
49,38.0
50,31.5
51,30.0
52,29.5
53,34.1
54,37.0
55,31.0
56,35.0
57,26.0
58,37.3
59,30.0
60,26.0
61,29.0
62,29.0
63,32.0
64,33.5
65,39.4
66,34.2
67,34.5
68,32.1
69,36.0
70,34.0
71,25.0
72,29.5
73,31.5
74,31.9
75,27.2
76,22.0
77,21.0
78,15.0
79,15.0
80,26.5
81,32.4
82,33.0
83,31.6
84,36.0
85,24.0
86,25.0
87,28.0
88,24.0
89,26.0
90,29.0
91,28.0
92,26.0
93,30.9
94,31.3
95,32.2
96,33.7
97,32.4
98,36.0
99,30.0
100,22.0
101,41.5
102,30.7
103,25.4
104,26.0
105,23.0
106,18.0
107,29.0
108,30.5
109,34.3
110,26.0
111,28.0
112,25.0
113,28.0
114,26.0
115,30.0
116,35.7
117,27.4
118,28.1
119,25.0
120,24.0
121,31.0
122,29.0
123,23.0
124,27.0
125,33.5
126,27.2
127,26.6
128,30.0
129,29.0
130,36.0
131,32.0
132,21.0
133,19.0
134,20.2
135,20.8
136,23.8
137,19.8
138,17.6
139,31.0
140,38.0
141,23.0
142,21.0
143,22.0
144,28.0
145,27.0
146,25.0
147,21.0
148,27.0
149,27.0
150,19.0
151,18.0
152,27.0
153,18.0
154,20.0
155,23.0
156,19.0
157,24.5
158,25.1
159,22.3
160,26.4
161,35.0
162,20.2
163,28.0
164,27.0
165,34.0
166,36.0
167,25.5
168,24.0
169,21.0
170,28.0
171,28.0
172,20.0
173,18.0
174,26.0
175,19.0
176,22.5
177,19.4
178,20.2
179,23.9
180,28.4
181,33.5
182,28.0
183,24.3
184,19.1
185,29.8
186,27.0
187,27.0
188,20.0
189,28.0
190,25.0
191,37.0
192,25.8
193,24.0
194,26.0
195,26.0
196,22.0
197,24.0
198,22.0
199,25.0
200,25.0
201,24.0
202,23.0
203,20.0
204,19.0
205,18.0
206,23.0
207,17.5
208,20.5
209,27.5
210,21.1
211,24.0
212,25.5
213,32.0
214,18.0
215,19.0
216,23.0
217,24.0
218,24.0
219,18.0
220,22.0
221,27.2
222,23.9
223,22.0
224,18.5
225,19.0
226,17.0
227,18.0
228,19.0
229,16.0
230,18.0
231,18.0
232,19.0
233,15.0
234,16.0
235,20.0
236,22.0
237,20.0
238,19.0
239,20.5
240,23.7
241,32.9
242,20.0
243,20.3
244,16.0
245,18.0
246,18.0
247,18.0
248,16.0
249,22.0
250,20.5
251,19.2
252,20.6
253,23.2
254,27.9
255,26.6
256,21.0
257,19.0
258,18.0
259,24.0
260,16.0
261,17.0
262,15.0
263,21.0
264,20.0
265,18.5
266,17.0
267,17.5
268,21.5
269,21.5
270,19.9
271,18.6
272,20.6
273,23.5
274,22.4
275,25.0
276,18.0
277,19.0
278,22.0
279,26.0
280,25.0
281,21.6
282,21.5
283,28.8
284,26.8
285,25.4
286,15.5
287,16.5
288,18.1
289,24.2
290,20.0
291,17.0
292,19.2
293,23.0
294,13.0
295,17.6
296,18.0
297,13.0
298,13.0
299,15.0
300,17.0
301,32.7
302,16.2
303,18.2
304,14.0
305,16.5
306,20.2
307,18.1
308,17.0
309,13.0
310,16.0
311,14.0
312,17.5
313,19.4
314,17.5
315,15.5
316,13.0
317,15.0
318,15.0
319,13.0
320,17.5
321,15.5
322,19.2
323,14.0
324,16.0
325,18.0
326,16.0
327,15.0
328,14.0
329,15.0
330,17.0
331,15.0
332,14.0
333,14.0
334,15.0
335,13.0
336,14.0
337,11.0
338,15.0
339,13.0
340,14.0
341,14.0
342,16.0
343,16.0
344,13.0
345,13.0
346,18.5
347,14.5
348,14.0
349,14.0
350,13.0
351,16.9
352,13.0
353,14.0
354,12.0
355,15.0
356,14.0
357,13.0
358,17.7
359,12.0
360,15.0
361,13.0
362,13.0
363,16.0
364,15.5
365,14.0
366,13.0
367,14.0
368,13.0
369,13.0
370,12.0
371,12.0
372,11.0
373,16.5
374,16.0
375,15.0
376,13.0
377,15.5
378,9.0
379,15.0
380,12.0
381,10.0
382,11.0
383,11.0
384,14.0
385,10.0
386,13.0
387,14.0
388,14.0
389,14.0
390,12.0
391,16.0
